entry_time,entry_price,SL,TP,position_size,partial_closes,exit_time,exit_price,duration_hours,outcome,profit_pct,consol_range_pct,vol_ratio,atr,risk_percent
2024-09-09 08:00:00+00:00,3.854612,3.7166125000000005,4.130612499999999,14492.753623188462,"[{'time': Timestamp('2024-09-09 16:00:00+0000', tz='UTC'), 'price': np.float64(3.9926124999999995), 'amount': np.float64(4782.608695652193), 'pct': 0.33}, {'time': Timestamp('2024-09-09 20:00:00+0000', tz='UTC'), 'price': np.float64(3.9926124999999995), 'amount': np.float64(3204.347826086969), 'pct': 0.33}]",2024-09-10 00:00:00+00:00,4.004991,16.0,LOSS,3.9,5.544880592917936,1.1757770093969448,0.09199999999999964,2.386750937999595
2024-09-09 16:00:00+00:00,3.942832,3.6608324999999997,4.5068325,7092.198581560283,[],2024-09-10 16:00:00+00:00,4.048,24.0,TIME EXIT,2.67,7.901234567901229,1.909427293779353,0.18800000000000017,4.7681457429398835
2024-09-09 20:00:00+00:00,4.079172,3.9336725,4.370172499999998,13745.704467354019,[],2024-09-10 20:00:00+00:00,4.033,24.0,TIME EXIT,-1.13,11.632373113854594,1.2226240905351846,0.09699999999999953,2.3779332695540467
2024-09-12 00:00:00+00:00,4.093208,3.812707500000001,4.654207499999998,7130.124777183624,[],2024-09-13 00:00:00+00:00,4.216,24.0,TIME EXIT,3.0,6.99685534591196,1.5420321702377857,0.1869999999999994,4.568544350610112
2024-09-12 04:00:00+00:00,4.163382,4.0328824999999995,4.424382499999998,15325.670498084337,"[{'time': Timestamp('2024-09-12 16:00:00+0000', tz='UTC'), 'price': np.float64(4.293882499999999), 'amount': np.float64(5057.471264367831), 'pct': 0.33}, {'time': Timestamp('2024-09-12 20:00:00+0000', tz='UTC'), 'price': np.float64(4.293882499999999), 'amount': np.float64(3388.505747126447), 'pct': 0.33}]",2024-09-13 04:00:00+00:00,4.203792,24.0,LOSS,0.97,8.831236897274627,1.1893537523529503,0.08699999999999974,2.0896470598125387
2024-09-12 08:00:00+00:00,4.19045,4.013450000000001,4.544449999999997,11299.43502824867,[],2024-09-13 08:00:00+00:00,4.147,24.0,TIME EXIT,-1.04,9.53878406708595,1.4453028275667161,0.11799999999999944,2.815926690450893
2024-09-12 16:00:00+00:00,4.264635,4.026135,4.741634999999998,8385.744234800864,[],2024-09-13 16:00:00+00:00,4.241,24.0,TIME EXIT,-0.55,11.477987421383641,1.2171186754692547,0.1589999999999998,3.7283378296149574
2024-09-13 12:00:00+00:00,4.312755,3.9797549999999986,4.9787550000000005,6006.006006005995,[],2024-09-14 12:00:00+00:00,4.209,24.0,TIME EXIT,-2.41,5.106279012948929,1.533217428373329,0.22200000000000042,5.147521711759663
2024-09-13 16:00:00+00:00,4.348845,4.150845,4.744844999999999,10101.010101010126,[],2024-09-14 16:00:00+00:00,4.17,24.0,TIME EXIT,-4.11,5.393586005830914,1.1307334002790654,0.13199999999999967,3.035288680097812
2024-09-17 12:00:00+00:00,4.164385,3.772884999999999,4.947385,5108.556832694761,[],2024-09-18 12:00:00+00:00,3.951,24.0,TIME EXIT,-5.12,8.40292275574113,2.880557802146016,0.2610000000000001,6.2674320457882775
