entry_time,entry_price,SL,TP,exit_price,exit_time,profit,status,drawdown,profit_pct
2024-05-28 08:00:00+00:00,0.00030592,0.0003043904,0.0003120384,0.0003120384,2024-05-28 12:00:00+00:00,0.020000000000000084,target,-0.11424555439330547,2.0
