entry_time,entry_price,SL,TP,exit_price,exit_time,profit,status,drawdown,profit_pct
2023-01-29 04:00:00+00:00,0.001199,0.001193005,0.00122298,0.001193005,2023-01-29 16:00:00+00:00,-0.004999999999999965,stopped,-0.02168473728106754,-0.5
2023-03-01 00:00:00+00:00,0.001695,0.001686525,0.0017289,0.001686525,2023-03-01 12:00:00+00:00,-0.004999999999999986,stopped,-0.038938053097345056,-0.5
2023-04-19 04:00:00+00:00,0.001566,0.00155817,0.00159732,0.00155817,2023-04-19 16:00:00+00:00,-0.0049999999999999385,stopped,-0.0855683269476373,-0.5
