entry_time,entry_price,SL,TP,exit_price,exit_time,profit,status,drawdown,direction,profit_pct
2024-02-27 16:00:00+00:00,0.5937,0.5907315,0.617448,0.5907315,2024-02-28 04:00:00+00:00,-0.005000000000000069,stopped,-0.061310426141148705,long,-0.5
2024-07-16 00:00:00+00:00,0.5655,0.586929,0.58812,0.586929,2024-07-16 12:00:00+00:00,0.03789389920424409,stopped,-0.06118479221927491,long,3.79
2024-07-16 12:00:00+00:00,0.5846,0.581677,0.6079840000000001,0.581677,2024-07-17 00:00:00+00:00,-0.005000000000000015,stopped,-0.07133082449538139,long,-0.5
2024-07-17 04:00:00+00:00,0.6092,0.6330135000000001,0.633568,0.633568,2024-07-17 12:00:00+00:00,0.0400000000000001,target,-0.03890347997373596,long,4.0
