entry_time,entry_price,SL,TP,exit_price,exit_time,profit,status,drawdown,profit_pct
2024-09-26 12:00:00+00:00,5.846,5.81677,5.96292,5.81677,2024-09-27 00:00:00+00:00,-0.005000000000000015,stopped,-0.07081765309613405,-0.5
2024-11-16 00:00:00+00:00,6.128,6.373027500000001,6.25056,6.25056,2024-11-16 08:00:00+00:00,0.02,target,-0.10982375979112272,2.0
