entry_time,entry_price,SL,TP,position_size,partial_closes,exit_time,exit_price,duration_hours,outcome,profit_pct,consol_range_pct,vol_ratio,atr,risk_percent
2024-09-08 20:00:00+00:00,1.30726,1.2067599999999998,1.5082600000000006,19900.49751243776,[],2024-09-09 20:00:00+00:00,1.35,24.0,TIME EXIT,3.27,5.587044534412951,1.159508872120344,0.06700000000000017,5.125223750439864
2024-09-09 16:00:00+00:00,1.337335,1.242835,1.526335,21164.021164021156,[],2024-09-10 16:00:00+00:00,1.349,24.0,TIME EXIT,0.87,7.841552142279706,1.4596150925350406,0.06299999999999994,4.71086152684256
2024-09-13 12:00:00+00:00,1.361395,1.2578950000000002,1.568395,19323.671497584553,[],2024-09-14 12:00:00+00:00,1.37,24.0,TIME EXIT,0.63,4.381245196003087,1.649670017891865,0.06899999999999995,5.0683306461386985
2024-09-13 16:00:00+00:00,1.381445,1.3244449999999999,1.4954449999999997,35087.719298245654,[],2024-09-14 16:00:00+00:00,1.355,24.0,TIME EXIT,-1.91,5.918524212144502,1.3755700768429675,0.038000000000000034,2.7507428815479473
2024-09-13 20:00:00+00:00,1.402497,1.3454975,1.5164974999999998,35087.719298245654,[],2024-09-14 16:00:00+00:00,1.345498,20.0,LOSS,-4.06,7.532667179093012,1.0876842522082162,0.038000000000000034,2.709452245012917
2024-09-17 12:00:00+00:00,1.30325,1.19225,1.52525,18018.01801801802,[],2024-09-18 12:00:00+00:00,1.294,24.0,TIME EXIT,-0.71,5.433901054339006,2.7295995446357786,0.07400000000000007,5.678112411279498
2024-09-17 16:00:00+00:00,1.349365,1.251865,1.5443649999999998,20512.82051282053,[],2024-09-18 16:00:00+00:00,1.354,24.0,TIME EXIT,0.34,9.16463909164639,1.7505723662029993,0.06499999999999995,4.8170806268133495
2024-09-18 00:00:00+00:00,1.38345,1.2874500000000002,1.5754499999999991,20833.333333333412,[],2024-09-18 12:00:00+00:00,1.28745,12.0,LOSS,-6.94,11.922141119221394,1.5873398816926398,0.06399999999999983,4.626115869745914
2024-09-18 20:00:00+00:00,1.389465,1.2769649999999997,1.6144649999999998,17777.77777777777,"[{'time': Timestamp('2024-09-19 16:00:00+0000', tz='UTC'), 'price': np.float64(1.5019649999999998), 'amount': np.float64(5866.666666666664), 'pct': 0.33}]",2024-09-19 20:00:00+00:00,1.464534,24.0,LOSS,5.4,8.962264150943385,1.1458078309261441,0.07499999999999996,5.397761008733575
2024-09-19 00:00:00+00:00,1.414527,1.3140275,1.6155275,19900.497512437803,"[{'time': Timestamp('2024-09-19 16:00:00+0000', tz='UTC'), 'price': np.float64(1.5150275), 'amount': np.float64(6567.164179104476), 'pct': 0.33}]",2024-09-19 20:00:00+00:00,1.464534,20.0,LOSS,3.54,9.976617303195646,1.7490271800256567,0.06699999999999995,4.736563976310107
2024-09-19 04:00:00+00:00,1.47167,1.3891699999999996,1.6366700000000003,24242.42424242417,"[{'time': Timestamp('2024-09-20 04:00:00+0000', tz='UTC'), 'price': np.float64(1.55417), 'amount': np.float64(7999.999999999977), 'pct': 0.33}]",2024-09-20 04:00:00+00:00,1.569,24.0,TIME EXIT,6.61,14.419329696024946,1.4042395467836766,0.05500000000000016,3.7372508782539677
