entry_time,entry_price,SL,TP,exit_price,exit_time,profit,status,drawdown,direction,profit_pct
2023-07-14 12:00:00+00:00,0.0542,0.053929,0.055284,0.053929,2023-07-15 00:00:00+00:00,-0.005000000000000008,stopped,-0.08302583025830253,long,-0.5
2023-08-08 00:00:00+00:00,0.0594,0.059103,0.060588,0.060588,2023-08-08 04:00:00+00:00,0.020000000000000025,target,-0.052188552188552166,long,2.0
2023-10-26 00:00:00+00:00,0.0538,0.053531,0.054876,0.053531,2023-10-26 12:00:00+00:00,-0.004999999999999971,stopped,-0.04832713754646837,long,-0.5
