entry_time,entry_price,SL,TP,exit_price,exit_time,profit,status,drawdown,profit_pct
2024-08-12 08:00:00+00:00,1.0481,1.111813,1.110986,1.110986,2024-08-12 12:00:00+00:00,0.06,target,-0.13987214960404548,6.0
2024-09-17 08:00:00+00:00,1.1842,1.172358,1.255252,1.172358,2024-09-17 20:00:00+00:00,-0.009999999999999924,stopped,-0.06586725215335235,-1.0
