entry_time,entry_price,SL,TP,exit_price,exit_time,profit,status,drawdown,profit_pct
2023-04-14 00:00:00+00:00,6.786,6.75207,6.92172,6.75207,2023-04-14 12:00:00+00:00,-0.00499999999999997,stopped,-0.03580901856763918,-0.5
2023-07-14 00:00:00+00:00,5.665,5.636675,5.7783,5.636675,2023-07-14 12:00:00+00:00,-0.004999999999999949,stopped,-0.024007060900264804,-0.5
