symbol,direction,zone_type,zone_accuracy,entry_price,stop_price,tp1_price,tp2_price,rr_ratio
RUNEUSDT,LONG,DEMAND,accuracy,2.38,2.208,2.895999999999999,4.099999999999997,3.0
UMAUSDT,LONG,DEMAND,normal,2.149,2.156,2.1700000000000004,2.219000000000001,3.0
UMAUSDT,LONG,DEMAND,normal,2.221,2.125,2.5090000000000003,3.181000000000001,3.0
UMAUSDT,LONG,DEMAND,normal,2.232,2.13,2.538000000000001,3.2520000000000033,3.0
UMAUSDT,LONG,DEMAND,normal,2.248,2.142,2.566000000000001,3.3080000000000034,3.0
UMAUSDT,LONG,DEMAND,normal,2.231,2.146,2.4859999999999998,3.0809999999999995,3.0
UMAUSDT,LONG,DEMAND,normal,2.211,2.166,2.3459999999999996,2.660999999999999,3.0
UMAUSDT,LONG,DEMAND,normal,2.213,2.176,2.324,2.5829999999999993,3.0
UMAUSDT,LONG,DEMAND,normal,2.235,2.168,2.435999999999999,2.904999999999997,3.0
UMAUSDT,LONG,DEMAND,accuracy,2.228,2.171,2.3990000000000014,2.798000000000004,3.0
UMAUSDT,LONG,DEMAND,normal,2.217,2.164,2.376,2.7469999999999994,3.0
UMAUSDT,LONG,DEMAND,normal,2.223,2.176,2.363999999999999,2.692999999999997,3.0
UMAUSDT,LONG,DEMAND,normal,2.237,2.177,2.4170000000000003,2.8370000000000006,3.0
UMAUSDT,LONG,DEMAND,normal,2.229,2.177,2.3850000000000002,2.7490000000000006,3.0
UMAUSDT,LONG,DEMAND,normal,2.233,2.18,2.392,2.7629999999999995,3.0
UMAUSDT,LONG,DEMAND,normal,2.225,2.183,2.351000000000001,2.6450000000000027,3.0
UNIUSDT,LONG,DEMAND,normal,10.961,11.672,13.094000000000001,18.071000000000005,3.0
UNIUSDT,LONG,DEMAND,normal,10.991,11.731,13.211,18.391000000000002,3.0
UNIUSDT,LONG,DEMAND,normal,11.086,11.781,13.171000000000001,18.036,3.0
UNIUSDT,LONG,DEMAND,normal,10.876,11.834,13.75,20.456000000000003,3.0
UNIUSDT,LONG,DEMAND,normal,10.918,11.884,13.816000000000003,20.57800000000001,3.0
UNIUSDT,LONG,DEMAND,normal,10.921,11.904,13.870000000000001,20.751000000000005,3.0
UNIUSDT,LONG,DEMAND,normal,10.905,11.845,13.725000000000003,20.305000000000014,3.0
UNIUSDT,LONG,DEMAND,normal,10.946,11.894,13.790000000000001,20.426000000000002,3.0
UNIUSDT,LONG,DEMAND,normal,10.961,11.924,13.849999999999998,20.590999999999994,3.0
UNIUSDT,LONG,DEMAND,normal,10.992,11.968,13.919999999999998,20.751999999999992,3.0
UNIUSDT,LONG,DEMAND,normal,11.008,11.923,13.753000000000002,20.15800000000001,3.0
UNIUSDT,LONG,DEMAND,normal,10.983,11.979,13.970999999999997,20.942999999999987,3.0
UNIUSDT,LONG,DEMAND,normal,10.887,12.025,14.301,22.267,3.0
UNIUSDT,LONG,DEMAND,normal,10.885,12.066,14.428000000000003,22.695000000000007,3.0
UNIUSDT,LONG,DEMAND,normal,10.929,12.006,14.16,21.698999999999998,3.0
CVXUSDT,LONG,DEMAND,accuracy,2.987,2.953,3.089000000000001,3.3270000000000026,3.0
CVXUSDT,LONG,DEMAND,normal,3.083,2.887,3.6710000000000007,5.043000000000002,3.0
CVXUSDT,LONG,DEMAND,accuracy,3.128,2.882,3.866,5.588,3.0
CVXUSDT,LONG,DEMAND,normal,3.16,2.901,3.937000000000001,5.7500000000000036,3.0
CVXUSDT,LONG,DEMAND,normal,3.11,2.955,3.5749999999999993,4.659999999999998,3.0
CVXUSDT,LONG,DEMAND,normal,3.114,2.959,3.5789999999999993,4.663999999999998,3.0
CVXUSDT,LONG,DEMAND,normal,3.118,2.97,3.561999999999999,4.597999999999997,3.0
CVXUSDT,LONG,DEMAND,accuracy,3.124,2.994,3.514,4.4239999999999995,3.0
CVXUSDT,LONG,DEMAND,normal,3.132,3.006,3.510000000000001,4.392000000000003,3.0
